,Area_name,Area(Sq.Mt.),Soil,Distance_from_city,Budget,Passenger_traffic,Revenue,Time_to_build
4965,"971 David Mall
Port Markshire, NY 81652",30834,Sand,93.69770958,40084200,119563270,1725193205,16.93
4966,"54970 Julie Shores
Nancychester, IA 44287",30918,Clay,94.35028324,40193400,115133034,1288682614,16.97
4967,"USCGC Logan
FPO AA 87775",30747,Loam,68.67140745,39971100,121778059,1726653325,16.88
4968,"1639 Frederick Corners Suite 778
Hugheschester, IA 10647",30742,Silt,77.49982396,39964600,148782598,1044528991,16.88
4969,"77542 Gonzalez Vista Suite 301
Lake Gerald, IA 10667",30906,Clay,18.68621224,40177800,94340794,1070955657,16.97
4970,"389 Adrienne Mountain
Cheyennestad, PA 60140",30830,Clay,22.7682796,40079000,122748545,1647905306,16.93
4971,"2138 Michelle Alley Apt. 211
Solisport, AZ 51809",30952,Silt,43.66872213,40237600,114961124,970976452,16.99
4972,"098 Gallegos Throughway Suite 647
Bentleystad, CO 53561",30614,Loam,56.86600945,39798200,95055847,1282415233,16.81
4973,"PSC 9906, Box 0366
APO AA 02331",30871,Silt,60.80043763,40132300,134209100,1367661088,16.95
4974,"68630 Smith Mill
Lake Tina, VA 82499",30673,Loam,82.06410119,39874900,121770903,948356772.4,16.84
4975,"89647 Bradley Row Suite 259
Port Ashleyburgh, IL 31383",30380,Loam,46.01448158,39494000,157515551,1152693998,16.68
4976,"492 Robert Crescent Suite 551
West Kimberlyview, FL 48332",30598,Silt,92.10129176,39777400,144943550,906774811.4,16.8
4977,"11732 Berry Canyon
Lindaland, HI 42828",31009,Clay,6.20534816,40311700,123343721,1802387649,17.02
4978,"23179 Ronald Squares
Kingville, WV 66385",30841,Sand,46.90334037,40093300,86589052,1001442671,16.93
4979,"81986 Rich Isle Suite 256
Port Edwardfort, IA 46676",31255,Clay,9.467719057,40631500,94356598,1247564475,17.16
4980,"43570 Michael Parkways Apt. 220
Lake Raymond, AR 75463",30958,Clay,54.79330525,40245400,87926863,942464088.4,17
4981,"452 Cummings Shore Apt. 937
Brownborough, TX 27590",30967,Silt,86.73043495,40257100,102436551,1044396394,17
4982,"6786 Long Hollow Apt. 401
North Judithside, KY 19384",30635,Loam,31.58565819,39825500,85654818,882138700.6,16.82
4983,"670 Micheal Green Apt. 656
Lisashire, KY 81316",30874,Clay,81.4056948,40136200,120772199,864479587.6,16.95
4984,"85623 Molly Roads Apt. 758
Buckleytown, AL 35915",30657,Silt,70.75954381,39854100,144802536,1032422415,16.83
4985,"1339 Jensen Crest Apt. 493
Donaldside, TX 25521",30718,Clay,84.30859035,39933400,82505241,1637542900,16.86
4986,"6416 Jeffrey Manor Apt. 393
East Lucasview, MO 27948",30795,Clay,46.83251014,40033500,158221152,1543416412,16.91
4987,"USNS Newman
FPO AE 15968",30731,Silt,82.05425403,39950300,77874169,927732461,16.87
4988,"23157 Marvin Hill
Cassidyshire, VT 02816",30680,Sand,94.99811955,39884000,134448711,1553459050,16.84
4989,"051 Jordan Greens Apt. 472
Brandonshire, VT 75529",30751,Silt,55.19017418,39976300,107012172,1005501494,16.88
4990,"23487 Williams Oval Apt. 472
North Mirandaside, WI 46097",30792,Silt,45.34543772,40029600,133705050,930084897.2,16.9
4991,"315 Valencia Canyon
Robertberg, MS 36913",30659,Silt,70.40664845,39856700,147766943,1073543397,16.83
4992,"066 Paul Inlet
Davidport, AR 88150",30676,Clay,27.97733428,39878800,76452203,1434791618,16.84
4993,"043 Joshua Fork Suite 343
Jenniferton, WV 92199",31101,Clay,91.04170046,40431300,118954825,993931298.8,17.07
4994,"2836 Daniel Corner
East Brian, AK 79859",30632,Loam,39.19706831,39821600,129778018,1843348953,16.82
4995,"57292 Tiffany Springs Suite 330
New Nicholasside, ID 25746",30779,Loam,71.28695803,40012700,116448696,1563579792,16.9
4996,"27518 Cooley Cliff Suite 691
North Travisfurt, NY 60968",30440,Silt,19.73524487,39572000,135526642,1592289321,16.71
4997,"PSC 8938, Box 8260
APO AA 84144",30698,Silt,38.84620009,39907400,78535208,1354272277,16.85
4998,"506 Nguyen Streets
South Jenniferside, NY 58686",30940,Clay,44.05034756,40222000,107395867,1374137824,16.99
4999,"2123 Mary Spurs Suite 137
North Jason, GA 70508",30876,Silt,88.56522143,40138800,110020827,1463010138,16.95
5000,"43612 Chad Plains
West Bradleystad, MN 69711",31164,Sand,12.76272034,40513200,74375533,1257166572,17.11
5001,"78162 Melanie Shoals Suite 420
Sergiofurt, UT 69153",30669,Sand,48.76106285,39869700,106004439,1604826161,16.84
5002,"22716 Simpson Path Suite 125
West Brianbury, TN 43564",30910,Loam,65.50446645,40183000,137216339,1054224060,16.97
5003,"3005 Andre Trafficway Apt. 326
Anthonyfort, MD 07336",30557,Loam,39.54465449,39724100,92187081,1314908975,16.78
5004,"54046 Charles Isle Apt. 794
Lake Sara, WI 36714",31006,Sand,18.40672613,40307800,127294712,1258646729,17.02
5005,"77080 Manning Lodge
West Edward, ME 06400",31298,Sand,63.4078178,40687400,125367273,1739250238,17.18
5006,"0867 Kayla Mission
Shannonside, WA 93665",30261,Loam,95.97910772,39339300,108448770,1513980686,16.61
5007,"92384 Joyce Radial
Lake Christophermouth, MA 29180",31095,Sand,9.192209316,40423500,76278914,886231908.2,17.07
5008,"USNS Rivera
FPO AA 28341",30926,Clay,40.56910966,40203800,106083737,1787777727,16.98
5009,"20766 Antonio View Suite 841
Noahside, AL 03412",30665,Clay,29.25770482,39864500,125393273,1613663499,16.84
5010,"26800 Megan Street Apt. 384
South Kara, DC 69849",31016,Silt,50.04107292,40320800,93764431,1558015242,17.03
5011,"472 Matthew Lights Apt. 323
West Roberto, AK 86288",30812,Loam,39.71773671,40055600,133630948,1601076888,16.92
5012,"139 Smith Hollow
South Patricia, AL 75283",31079,Loam,59.80453137,40402700,119485669,1736860137,17.06
5013,"5842 Wilson Trail Suite 602
Jenkinsland, NE 41325",30930,Silt,64.05258945,40209000,155466513,1847504489,16.98
5014,"015 Christina Forks Apt. 833
Lake Jenniferfort, WV 33896",30649,Loam,47.71225714,39843700,130673741,1004964322,16.83
5015,"08539 Richards Mill
South Jesse, PA 38727",30832,Clay,22.76618512,40081600,93182563,1545400676,16.93
5016,"3434 Edgar Oval
Lake Drewton, DC 24349",30770,Loam,35.48209723,40001000,121172311,1072162856,16.89
5017,"28593 Candace Estates
Port Jeffreyton, HI 93467",30854,Silt,49.5986684,40110200,93308306,1712918574,16.94
5018,"2728 Jacob Mall
North Kathleenborough, IL 07335",30817,Silt,44.38717466,40062100,73245305,885639772.4,16.92
5019,"560 Evan Isle
Harrisfort, MN 32984",30943,Clay,19.73911008,40225900,132813426,1270215130,16.99
5020,"Unit 5891 Box 1048
DPO AE 53894",30627,Sand,89.04205575,39815100,126408299,918388300.6,16.81
5021,"3557 Warren Cape
Port Christopherview, IL 86168",30991,Loam,92.67862939,40288300,110968692,1752851815,17.01
5022,"5524 Price Mills
Lake Aaron, TX 31015",30525,Silt,95.17179201,39682500,93719988,1222784759,16.76
5023,"38118 Harold Neck
South Kennethtown, VA 04133",30983,Clay,85.45838848,40277900,76689603,1205580205,17.01
5024,"7237 Mercado Light Apt. 046
South Jacqueline, WV 17756",30750,Silt,23.12226062,39975000,79623083,1416476649,16.88
5025,"0763 Aaron Mount Apt. 453
South Sethview, NH 61427",30761,Sand,49.0518253,39989300,121681627,1266649465,16.89
5026,"945 Garcia Isle Suite 481
Lake Matthew, OK 15563",30656,Loam,45.848144,39852800,137171977,1392499734,16.83
5027,"241 Christopher Ridge Suite 169
Randallshire, NY 19989",30852,Silt,50.85529318,40107600,123537060,1433410428,16.94
5028,"1330 Tamara Tunnel Suite 581
Stevenberg, RI 01305",30914,Silt,55.38081843,40188200,117390008,1396660685,16.97
5029,"85603 Gross Station
Thompsonview, TX 10620",30668,Silt,40.77721172,39868400,129879632,1687169935,16.84
5030,"457 Ramirez Fords Suite 800
Emilybury, ME 38918",30751,Silt,92.41349151,39976300,122246645,858042605,16.88
5031,"5862 Joseph Loop
Ramirezchester, MD 38127",30950,Sand,52.03393554,40235000,125582498,1089186103,16.99
5032,"38213 James Union Suite 220
Vaughnmouth, ME 62602",30657,Loam,45.2749274,39854100,99154291,1217403156,16.83
5033,"195 David Curve Apt. 511
East Jacquelinetown, MS 37232",30673,Sand,29.42143428,39874900,132184016,1058433202,16.84
5034,"548 Austin Station Suite 938
Lake Sandra, KY 43909",31035,Silt,48.14669629,40345500,75386834,1541716268,17.04
5035,"94636 Williams Underpass
Andrewfort, WA 78999",31007,Loam,6.940258859,40309100,152763693,976799952.6,17.02
5036,"508 Ferguson Cliffs Apt. 321
East Duaneland, NM 94537",31058,Silt,34.68348913,40375400,77976369,1633687179,17.05
5037,"9641 Troy Orchard
Jordanstad, OK 28438",30992,Loam,57.01313237,40289600,129052604,1780362666,17.01
5038,"USS Chaney
FPO AP 62933",30723,Sand,12.1694022,39939900,113673665,1622703656,16.87
5039,"0451 Roger Road
North Francismouth, IL 72835",30945,Sand,83.33177352,40228500,109800910,977589832.8,16.99
5040,"31252 Jacqueline Drives Suite 653
Port Justin, CO 10660",30936,Loam,76.77308645,40216800,72012361,1248737997,16.98
5041,"6035 Morris Causeway
Teresashire, OK 90883",30834,Clay,15.70720239,40084200,91820601,951722215,16.93
5042,"44065 Mark Village Suite 841
Noahview, MO 75483",30883,Clay,35.20508087,40147900,121838535,1553678388,16.95
5043,"371 Jeremy Pass Apt. 562
Smithview, WI 22614",30856,Sand,94.2651881,40112800,111636072,1464552870,16.94
5044,"17461 Robert View
East Gailview, RI 80042",30974,Silt,90.76490557,40266200,96000520,1110364896,17
5045,"0988 Watson Harbors
Port Shawn, AL 04357",30735,Loam,75.05343287,39955500,101584390,1614635607,16.87
5046,"68963 Ryan Wells
South Samantha, NJ 15704",30827,Silt,58.23279012,40075100,129756449,1066848207,16.92
5047,"PSC 8921, Box 9090
APO AP 11759",30906,Silt,84.95462217,40177800,130868504,1773958062,16.97
5048,"USNV Powell
FPO AA 64698",30546,Sand,66.41989023,39709800,104225291,968288813.2,16.77
5049,"0390 Foster Fall Apt. 213
North Jenniferton, TX 30182",30973,Sand,7.827665361,40264900,156588847,1509305644,17
5050,"2917 Jonathan Corners Apt. 489
Port Kevintown, PA 88088",30966,Sand,40.07254455,40255800,149302091,1556702055,17
5051,"4729 Rivera Unions
Travisport, MI 72626",30411,Loam,13.18826838,39534300,89962337,1210350898,16.7
5052,"8204 Pena Mountain
Port Randymouth, MA 66129",31189,Sand,54.21208673,40545700,149352392,1760533757,17.12
5053,"7526 Webb Ranch
Pattersonfort, NH 07434",30651,Sand,16.62745634,39846300,150486762,1161473493,16.83
5054,"3600 Stephanie Throughway Suite 954
West Kathrynbury, NH 64595",30619,Sand,92.77757124,39804700,88515105,927319248.6,16.81
5055,"1617 Arthur Parkways Apt. 323
Davidfort, CO 57948",30832,Loam,71.2106496,40081600,130458948,1302915904,16.93
5056,"837 Michael Heights
Lake Gabriel, NY 58065",30647,Silt,18.91390683,39841100,147465905,1139059664,16.83
5057,"43742 Harris Alley
Mcdowellmouth, NV 54512",30751,Sand,68.09072436,39976300,107592594,866683190.4,16.88
5058,"991 Atkins Island
Ramosview, MT 54296",30967,Sand,97.26849351,40257100,130734726,1636211812,17
5059,"491 Cody Row
South Susanchester, OK 12869",30786,Loam,97.20162219,40021800,147203309,942415401.6,16.9
5060,"7389 Hill Track
Floresview, MI 22561",30871,Clay,62.88466776,40132300,100596438,1182468312,16.95
5061,"82772 Ayers Radial Apt. 527
Jenniferfurt, DE 65796",30785,Loam,30.59574678,40020500,110657448,925530274.2,16.9
5062,"84874 Emily Springs
South Johnfort, DE 89863",30537,Silt,27.45319233,39698100,124923925,1081555279,16.76
5063,"5858 Michele Hollow
South Sarahmouth, AK 95388",30913,Sand,61.08200935,40186900,110487724,1635366496,16.97
5064,"9237 Rachel Camp
Scottborough, NJ 26404",30292,Silt,80.95283843,39379600,83051249,1551066871,16.63
5065,"688 Lauren Inlet Apt. 471
South John, OR 81125",30548,Clay,86.00446027,39712400,111619435,1852537141,16.77
5066,"6928 Robert Creek
New Charlestown, NV 66425",30809,Clay,61.60062465,40051700,95751534,1732019552,16.91
5067,"4220 James Loaf
East Roger, OR 18449",31020,Silt,74.76472602,40326000,154361120,1778064722,17.03
5068,"79475 Michael Brooks Suite 169
New Eugene, RI 68623",30824,Clay,97.89719368,40071200,135921360,1197762977,16.92
5069,"Unit 0350 Box 7024
DPO AP 24122",31221,Clay,56.1963795,40587300,134190817,1627000426,17.14
5070,"63128 Nelson Light Apt. 237
West Danielborough, ND 93168",30697,Loam,64.3877262,39906100,115935584,1853680467,16.85
5071,"Unit 4206 Box 4270
DPO AA 73559",30959,Clay,6.154325405,40246700,72021715,1363463875,17
5072,"35762 Rachel Loaf Suite 577
New Elizabeth, GA 93342",30988,Loam,90.51046161,40284400,119342424,1155148905,17.01
5073,"22526 Barbara Squares
Port Nicole, SC 55545",30814,Clay,72.87212154,40058200,86335533,1096525502,16.92
5074,"USS Zimmerman
FPO AE 87297",30544,Loam,47.95865493,39707200,115675903,988022389.8,16.77
5075,"4067 Ibarra Harbors Apt. 433
Louischester, TX 05771",30929,Loam,81.64854202,40207700,135276741,1296038852,16.98
5076,"29842 Shannon Centers
East Kelseyland, DC 98897",30909,Clay,21.02333352,40181700,132944582,1866619969,16.97
5077,"08444 Turner Rest
Hobbsville, KS 25459",30949,Sand,23.59512706,40233700,126593040,1423429138,16.99
5078,"50446 Gail Highway
North Alexandra, AR 38242",30805,Sand,13.61103318,40046500,130828675,1349626805,16.91
5079,"64617 Terry Fort
Shawnchester, DE 75098",30682,Loam,98.8258166,39886600,156390334,1119877301,16.84
5080,"Unit 0051 Box 5610
DPO AA 19990",30671,Clay,16.60983989,39872300,105515711,948936541.8,16.84
5081,"USNV Saunders
FPO AA 77586",30887,Sand,49.12823294,40153100,129407938,1663236633,16.96
5082,"0303 Lewis Key Apt. 968
Port Jessica, CA 60350",30837,Sand,66.20723069,40088100,124937540,1347604132,16.93
5083,"3124 Ayala Centers Apt. 404
Tinastad, CO 47814",30739,Silt,72.38744195,39960700,85693818,1134547545,16.88
5084,"7679 Wilson Springs Suite 623
North Whitneyside, NY 91381",30778,Silt,91.13226192,40011400,152916229,1659809228,16.9
5085,"433 Maria Street Suite 929
South Tammymouth, MS 32785",30724,Silt,10.14177465,39941200,127873593,1723417777,16.87
5086,"75978 Ann Creek
West Stevenshire, AZ 98525",30622,Sand,39.11013814,39808600,90852593,845743795.4,16.81
5087,"586 Martinez Run Suite 854
West Amanda, SD 77423",30884,Clay,50.3515662,40149200,82706558,1212825157,16.96
5088,"23340 Jordan Streets
Port Shawnberg, GA 64237",30689,Silt,83.31334368,39895700,119968100,1338136614,16.85
5089,"83571 Melendez Bypass Suite 443
South Claudiaborough, MS 52945",30879,Clay,35.80411434,40142700,82678289,1507819222,16.95
5090,"948 Diana Greens
Sullivanville, OR 44741",30742,Clay,58.18960161,39964600,139288095,977636903,16.88
5091,"74515 Simmons Underpass
South Douglasville, MI 50116",30913,Silt,45.71954379,40186900,117207617,1210864528,16.97
5092,"6776 Pena Forges
West Michael, NC 08446",30777,Sand,15.22933669,40010100,119447258,1252604090,16.9
5093,"5350 Barbara Burg
Aliciaville, FL 94773",30748,Sand,21.01071622,39972400,118938682,1552772360,16.88
5094,"14405 Maldonado Radial
Snydershire, WV 83117",30811,Sand,52.40458812,40054300,121618080,1035891839,16.92
5095,"USS Green
FPO AE 35107",30987,Clay,33.95243419,40283100,93422334,1668751339,17.01
5096,"4158 Callahan Ferry Suite 451
East Alison, MN 46904",30869,Loam,60.97570763,40129700,121559183,1348949698,16.95
5097,"35551 Patterson Burgs Suite 450
Rebeccaburgh, OK 31121",30690,Sand,57.39256921,39897000,103687975,1096496793,16.85
5098,"321 Porter Ports
South Michealtown, NC 40618",30939,Silt,69.08740114,40220700,95444205,1105681783,16.99
5099,"USNV Scott
FPO AE 62975",30852,Silt,18.42403148,40107600,155051402,1166041579,16.94
5100,"15835 Kimberly Stravenue Suite 602
North Joshua, AK 97847",30801,Clay,39.90282178,40041300,132035837,1723571342,16.91
5101,"85240 Smith Dam
Campbellbury, MS 85570",30923,Clay,98.36909533,40199900,80675220,1544623339,16.98
5102,"USCGC Wilson
FPO AP 75787",30611,Silt,92.52802926,39794300,138961918,1126962056,16.81
5103,"99629 Smith Squares Apt. 121
South Mary, TX 11706",30877,Loam,78.89035795,40140100,118685282,1120338681,16.95
5104,"73336 Shawn Drives
Staceyberg, WV 29394",30568,Clay,63.11901844,39738400,73835007,1711384822,16.78
5105,"25041 Sean Mission
West Paulshire, KS 69195",30959,Clay,91.06938841,40246700,85948227,1505948238,17
5106,"Unit 1080 Box 6712
DPO AA 24569",30916,Clay,76.50244912,40190800,128149139,945022257.6,16.97
5107,"66655 Friedman Tunnel
Wilsonstad, GA 33305",30755,Clay,49.81443427,39981500,118567460,1360637503,16.88
5108,"1041 Haas Crossroad
North Lori, MD 90907",30878,Clay,63.16946449,40141400,108024351,1587659001,16.95
5109,"281 Mcdonald Fall
Bartonside, OH 65364",30729,Silt,75.70083621,39947700,113492928,990419784,16.87
5110,"32514 Williams Fords Apt. 228
South Vanessafurt, ID 54795",30777,Loam,84.65579542,40010100,127969115,1741758411,16.9
5111,"86173 Cook Ports
Davishaven, WA 89781",30535,Clay,26.97279684,39695500,131235104,1675505175,16.76
5112,"5625 Mary Street Suite 933
North Normanborough, ID 30885",30856,Sand,30.15841396,40112800,72348119,1065767952,16.94
5113,"4267 Julie Loaf
Richardsonville, WY 66333",31022,Clay,99.22707141,40328600,111965483,1274546155,17.03
5114,"493 Jason Pine Suite 100
Davidton, WV 64783",31033,Silt,65.35039803,40342900,108472107,1389309179,17.04
5115,"9303 Tran Isle
Luisfurt, OH 08496",30886,Loam,25.61378505,40151800,147233518,1476695507,16.96
5116,"994 Myers Villages
East Andreaburgh, MA 01407",30904,Silt,40.73774026,40175200,125957446,1431569781,16.97
5117,"11821 Bell Park
Williamsfort, MI 10560",30660,Loam,97.63162007,39858000,131916901,1111350597,16.83
5118,"26760 Melinda Corner
New Amberborough, NH 68835",30771,Silt,15.71460705,40002300,104011724,1516984376,16.89
5119,"351 Curtis Spurs
Robertview, MO 22080",30724,Silt,33.83639735,39941200,109168406,922933908.4,16.87
5120,"166 Jonathan Trafficway Apt. 838
Mackville, NM 11267",30722,Sand,65.99912502,39938600,113653307,1678003153,16.87
5121,"452 Bennett Drive
South Meganville, OH 43196",31006,Clay,13.80647139,40307800,121322682,978652989.2,17.02
5122,"4448 Payne Mill Apt. 503
South Joshua, IN 52242",30915,Clay,55.28497748,40189500,104109066,928834522,16.97
5123,"766 Alexander Falls
Brandonburgh, DE 46787",30996,Loam,42.58339827,40294800,102528795,1447867599,17.02
5124,"36167 Kimberly Squares
East Mary, SD 68574",31127,Sand,15.1327326,40465100,108053134,1117853117,17.09
5125,"683 Lee Falls
Cynthiashire, IL 57204",30925,Clay,53.82751603,40202500,125545348,1178229257,16.98
5126,"813 Fleming Ville
South Lukemouth, AL 97051",30841,Loam,15.39749187,40093300,147507245,1862876172,16.93
5127,"0696 Heather Lights
Millerborough, HI 18370",30854,Clay,40.82801673,40110200,152855924,1669175891,16.94
5128,"451 Kevin Parks Apt. 779
Banksview, OR 42914",30760,Silt,36.58883314,39988000,155755511,1485970590,16.89
5129,"759 Alexander Plains
Lake Jessica, WA 40178",30307,Silt,10.86382967,39399100,124183274,1267524258,16.64
5130,"5124 Ricky Street
Garciaburgh, MS 05956",31262,Clay,81.63636382,40640600,112713666,1728988569,17.16
5131,"23089 Julie Village
East Richardchester, NC 91007",30704,Silt,28.25818925,39915200,85374047,919938702.6,16.86
5132,"9104 Nicholas Islands
Nelsonburgh, AZ 70354",30979,Sand,19.21557533,40272700,114128699,1573168448,17.01
5133,"762 Kyle Ridge
West Jennafurt, GA 11544",30476,Silt,17.85672138,39618800,152189670,1574617913,16.73
5134,"7571 Jocelyn Passage
Simpsonbury, RI 52591",30524,Sand,56.37676321,39681200,87523281,966884259.2,16.76
5135,"5937 Lisa Valley
West Brianna, NC 16851",31124,Loam,32.48576409,40461200,146478945,1465642907,17.09
5136,"Unit 3545 Box 2216
DPO AE 90360",30847,Silt,11.28868388,40101100,131082867,1114786887,16.94
5137,"48838 Miller Parkway
East Brandonfort, IN 20230",30861,Silt,81.66437077,40119300,146870513,1642758582,16.94
5138,"41334 Ronald Cliff
Parkerfurt, DC 53863",30951,Clay,39.84595653,40236300,135764898,1284407191,16.99
5139,"84608 Williams Estate Suite 680
Port Geraldfort, NC 70397",30905,Loam,45.44175351,40176500,101615682,1494384202,16.97
5140,"24801 Angela Via
East Vincentport, ID 81773",31159,Silt,95.97413232,40506700,142476143,1101677996,17.11
5141,"02613 Johnston Trace Apt. 394
West Robertmouth, HI 21865",31105,Sand,86.25002918,40436500,81544113,1122097329,17.08
5142,"6548 Joshua Gardens Apt. 755
Micheleland, WA 97587",30588,Sand,92.38438652,39764400,102807069,1828426166,16.79
5143,"595 Melissa Meadows Suite 376
South Patrick, HI 29477",30867,Sand,7.11785977,40127100,94648221,974995532,16.95
5144,"442 Burton Streets
Shanefurt, IL 27868",30799,Clay,85.64979639,40038700,136183025,1593705687,16.91
5145,"83019 White Run
East Douglas, MI 77676",30961,Loam,72.3707537,40249300,155469349,1237386256,17
5146,"84570 West Mills Suite 474
Briantown, MN 16698",30758,Silt,74.11365917,39985400,128816777,1300307455,16.89
5147,"37674 Kevin Underpass Apt. 736
Bartlettfurt, OR 81161",30660,Clay,65.15029661,39858000,122719004,1252679339,16.83
5148,"961 Katherine Village
Kathleenside, DC 96804",30865,Silt,29.84467763,40124500,141776416,1354953856,16.94
5149,"3036 Martinez Spring
Lake Melissa, FL 15491",30767,Loam,73.21204605,39997100,130157022,1019025061,16.89
5150,"8804 Ross Hills
Robertomouth, UT 82818",30709,Loam,56.1146141,39921700,112249848,1139046920,16.86
5151,"487 Schwartz Meadow Suite 858
Larsenchester, WV 43910",30662,Loam,96.30655702,39860600,138402281,1404859030,16.83
5152,"94466 Jacob Lock Suite 798
East Bryanstad, HI 23717",30914,Sand,70.23548391,40188200,127976761,1255570752,16.97
5153,"03131 Rita Hill
Tapiaside, NJ 04604",30508,Sand,45.65429058,39660400,78600839,1797316835,16.75
5154,"5981 Douglas Village Apt. 338
Port Alejandraport, TN 96598",30904,Loam,7.525732654,40175200,73053529,1157696832,16.97
5155,"5063 Gray Shoals
Jessemouth, WV 56768",30959,Silt,84.9377855,40246700,129447847,1704382985,17
5156,"77163 Elizabeth Dale Apt. 994
West Jared, SC 14591",31015,Clay,31.15569209,40319500,124211240,968651934.6,17.03
5157,"422 Santos Parks Suite 367
Rebeccaburgh, SD 39532",31371,Clay,59.15399991,40782300,134916770,941891576,17.22
5158,"6016 Dominguez Islands Apt. 886
Port Robertburgh, MT 56489",31000,Silt,22.29473587,40300000,140558936,1554214285,17.02
5159,"1395 Gill Hills
Michaeltown, KY 93044",30624,Silt,5.597213935,39811200,89265245,1215101790,16.81
5160,"Unit 3958 Box 7979
DPO AE 48061",30829,Clay,83.42592567,40077700,155530329,859794633.6,16.93
5161,"9125 Matthew Ports
Elizabethshire, KS 82529",30867,Clay,86.77530327,40127100,153697838,1450125659,16.95
5162,"7657 Holloway Pike
Reynoldshaven, WA 40287",30959,Sand,53.35953464,40246700,118848458,1184115805,17
5163,"66151 Heather Junction
Gonzalezfort, WV 30407",31005,Clay,68.77633933,40306500,144795576,1315689946,17.02
5164,"173 Burke Fords
North Robert, OH 40580",31044,Sand,95.9791318,40357200,91876450,1664951350,17.04
5165,"632 Ashley Port Apt. 670
Goodmouth, KY 16552",30551,Loam,71.94208686,39716300,91914176,1808204329,16.77
5166,"73395 Felicia Island
New Joseville, NE 91384",31014,Loam,36.34452024,40318200,111074452,1147698444,17.03
5167,"Unit 7863 Box 6539
DPO AE 26849",30865,Clay,61.63826736,40124500,98722182,1534220636,16.94
5168,"8651 Edward Pass
Williamsburgh, MT 97724",30675,Clay,50.33135764,39877500,81900212,1403235598,16.84
5169,"824 Barnes Stream Suite 740
Powellberg, UT 74569",30665,Sand,14.16447275,39864500,134626037,1557230825,16.84
5170,"219 Joshua Ford Suite 070
Jayfurt, ME 61595",30697,Clay,70.21520969,39906100,157994185,1245385299,16.85
5171,"840 Harmon Street
Stephenville, NC 85240",30843,Silt,66.57949959,40095900,75474910,969512225.4,16.93
5172,"31999 Travis Via Suite 693
Nancyport, TN 20443",30848,Sand,43.91079954,40102400,84146714,1480310413,16.94
5173,"96165 Jacob Islands Apt. 321
Carolynton, MT 26659",30607,Sand,91.16186685,39789100,103998099,923872869.8,16.8
5174,"832 Gonzalez Unions Apt. 300
South Maria, VT 87897",30805,Sand,95.18322549,40046500,128025387,1436182083,16.91
5175,"821 Sexton Fall Suite 405
South Laurenville, NH 96529",30727,Sand,56.1354882,39945100,128043758,1582421147,16.87
5176,"4401 Michael Point
New Ritaside, NJ 61689",30788,Silt,39.96372182,40024400,147958962,1081577427,16.9
5177,"708 Beard Skyway
Port Rodneyport, SD 04460",30931,Sand,27.05338485,40210300,148464021,1536722095,16.98
5178,"36528 Eric Greens Apt. 767
East Haley, GA 50984",30679,Sand,15.30436848,39882700,148403077,1733178419,16.84
5179,"757 Baker Plains
Michaelamouth, NY 72078",31042,Loam,5.171267637,40354600,115829779,1803279363,17.04
5180,"1126 Adams Way
North Alyssa, PA 98872",30957,Sand,83.54231416,40244100,81247859,1655345170,17
5181,"40739 Miller Place Apt. 757
Romanbury, AL 91939",30842,Silt,66.58718729,40094600,155799698,1532679202,16.93
5182,"Unit 7097 Box 3142
DPO AP 64838",30851,Loam,79.06071151,40106300,144119713,1736990786,16.94
5183,"23205 Martin Parkways Suite 636
Emilyside, PA 69916",30891,Silt,24.54372125,40158300,90297215,1013650774,16.96
5184,"PSC 4349, Box 5839
APO AA 87132",30766,Silt,25.3915011,39995800,103415339,1177261834,16.89
5185,"1773 Heather Pine Apt. 446
Atkinsonbury, NE 22301",30763,Sand,91.16326758,39991900,71761984,1755444971,16.89
5186,"PSC 8205, Box 2445
APO AE 24725",30916,Sand,72.01744809,40190800,106048475,1646771857,16.97
5187,"99183 Raymond Junction
Port Victor, GA 29562",30843,Loam,27.87716909,40095900,131337823,1427690130,16.93
5188,"07941 Mcknight Glens Suite 971
New Diana, IL 25013",30820,Silt,9.505621769,40066000,150227810,1772806701,16.92
5189,"210 Thomas Heights Suite 119
Lopezfurt, WV 68415",30825,Loam,8.263015883,40072500,137182314,1414900417,16.92
5190,"97278 Joshua Shore
Taylorburgh, TN 65653",30272,Clay,82.01390838,39353600,151321042,1806508634,16.62
5191,"4856 Tammy Ramp Apt. 249
Port Jessicamouth, WI 94127",30866,Silt,26.18998972,40125800,134876430,1681703125,16.95
5192,"2455 Cox Extension Suite 272
Coxberg, MO 36420",30764,Sand,50.65381452,39993200,114208751,1324451352,16.89
5193,"4694 White Views Suite 457
West Ryanfort, MT 92538",30905,Silt,57.75879658,40176500,154549559,1409460051,16.97
5194,"1751 Megan Junctions Suite 803
Port Christopher, AL 93530",30821,Clay,14.78140618,40067300,72726198,1009817816,16.92
5195,"0261 Jackson Plains
East Charlesview, LA 64281",30624,Sand,47.6402336,39811200,148543941,1810044846,16.81
5196,"0510 Ryan Glens
Port Maria, MD 78297",30772,Loam,42.25159431,40003600,93425070,1595213645,16.89
5197,"0897 Gregory Spurs
Jillbury, IL 88087",30748,Sand,94.25157192,39972400,137835692,1724650216,16.88
5198,"USCGC Moon
FPO AA 85067",30846,Silt,25.06167291,40099800,93570633,1056540435,16.93
