,Area(Sq.Mt.),Soil_type,Distance_from_city,Budget,Passenger_traffic
4345,57953.41,Clay,81.26,75339434.25,135450463
4346,46101.78,Sand,94.55,59932310.58,120047424
4347,23994.42,Silt,23.65,31192743.7,120173215
4348,53929.56,Sand,36.85,70108422.27,136541478
4349,35049.43,Clay,32.02,45564253.88,141389154
4350,54684.35,Silt,78.65,71089654.29,116871245
4351,34357.16,Loam,42.86,44664314.36,86780378
4352,39897.19,Silt,40.69,51866346.01,135495217
4353,40835.99,Clay,16.67,53086787.71,135919428
4354,21589.55,Sand,84.3,28066410.68,73728868
4355,29935.55,Silt,95.27,38916211.18,103555153
4356,52098.86,Loam,24.71,67728519.12,133441961
4357,3977.84,Loam,13.99,5171188.417,112524118
4358,41025.29,Loam,87.51,53332877.66,106296207
4359,37796.26,Clay,85.68,49135136.87,142490680
4360,23969.52,Sand,24.11,31160377.35,141483905
4361,25293.9,Loam,80.57,32882071.36,99347899
4362,23025.8,Clay,79.57,29933544.59,133294049
4363,28225.28,Silt,87.8,36692870.16,92164109
4364,12956.29,Clay,35.16,16843178.16,139474016
4365,43039.2,Clay,48.23,55950959.01,109668998
4366,19218.5,Silt,64.49,24984047.76,134748193
4367,33089.78,Clay,22.5,43016716.25,124540642
4368,14443.05,Loam,7.68,18775963.14,71943212
4369,28674.88,Silt,57.79,37277346.42,154195013
4370,14946.29,Sand,98.03,19430180.36,157425761
4371,45287.6,Silt,75.53,58873875.76,105378044
4372,58640.9,Loam,64.11,76233171.69,100213604
4373,7191.33,Silt,31.78,9348730.177,108164276
4374,38383.61,Silt,75.39,49898686.63,118034119
4375,36783.49,Silt,96.12,47818542.59,125044536
4376,28616.83,Clay,62.54,37201877.26,72214393
4377,47352.59,Loam,14.26,61558373.44,74819562
4378,31976.17,Loam,54.94,41569016.13,133656598
4379,9909.75,Loam,72.48,12882672.03,89205762
4380,33663.99,Clay,30.82,43763193.39,101490805
4381,18108.07,Loam,23.06,23540496.41,104451506
4382,16440.58,Clay,75.19,21372752.91,137880870
4383,56917.45,Loam,73.74,73992680.03,158022386
4384,54580.11,Loam,80.35,70954138.56,128875314
4385,26460.22,Clay,79.4,34398284.47,83534103
4386,10400.96,Sand,42.37,13521248.6,90447791
4387,20948.92,Sand,15.78,27233590.31,141215349
4388,17223.58,Sand,55.6,22390659.07,156741402
4389,5224.29,Sand,19.63,6791570.916,77912698
4390,14371.76,Silt,38.64,18683288.2,96838965
4391,27731.61,Clay,67.16,36051089.81,72825592
4392,3562.43,Clay,64.75,4631160.192,137890305
4393,55579.87,Clay,71.71,72253827.86,151684625
4394,11754.71,Silt,92.37,15281128.86,147484569
4395,31213.92,Clay,76.96,40578096.65,138695899
4396,53932.49,Sand,11.21,70112242.47,150622310
4397,13052.74,Sand,32.5,16968567.78,138726538
4398,42091.32,Sand,94.46,54718716.86,153530273
4399,52285.37,Sand,75.97,67970977.63,147138730
4400,2864.78,Clay,30.1,3724212.359,72079207
4401,20586.58,Clay,92.97,26762547.5,80845737
4402,4048.5,Loam,76.53,5263053.497,139259353
4403,3007,Silt,24.17,3909094.828,78168145
4404,26987.98,Sand,41.34,35084369.24,120682112
4405,57009.19,Sand,43.07,74111943.16,96551720
4406,53963.4,Clay,76.09,70152415.5,103276569
4407,56415.82,Clay,15.37,73340560.79,113793960
4408,17876.46,Sand,27.74,23239398.04,115017665
4409,51657.38,Sand,63.14,67154595.3,119003863
4410,7761.64,Clay,20.27,10090130.15,115985599
4411,55188.34,Clay,60.31,71744847.19,108596152
4412,22865.08,Loam,19.54,29724606.4,126806224
4413,40834.78,Clay,62.23,53085211.21,111556366
4414,32210.16,Silt,99.49,41873210.45,152037082
4415,24867.92,Loam,29.92,32328294.41,143490377
4416,43030.75,Sand,31.67,55939975.53,135780306
4417,21599.59,Sand,31.59,28079464.12,110893932
4418,31834.73,Silt,14.23,41385145.1,121854565
4419,6935.39,Clay,70.65,9016006.399,124546488
4420,6798.32,Clay,92.45,8837809.541,156397613
4421,45243.11,Silt,39.07,58816046.39,90823896
4422,57808.88,Silt,73.1,75151548.03,136674460
4423,16338.07,Loam,56.79,21239497.47,146651663
4424,34104.04,Silt,61.57,44335248.65,104872712
4425,59559.77,Silt,77.19,77427706.01,134784874
4426,52523.88,Sand,11.77,68281038.12,112065627
4427,43156.52,Loam,6.92,56103472.64,148625364
4428,13257.3,Clay,35.33,17234489.27,127974909
4429,30793.24,Clay,9.97,40031209.74,73229091
4430,21921.39,Sand,80.61,28497813.48,82992112
4431,31749.34,Silt,83.05,41274143.2,122159811
4432,59301.15,Sand,83.92,77091491.78,130586096
4433,27451.81,Clay,21.05,35687347.56,91407428
4434,25946.49,Sand,5.41,33730439.06,113344205
4435,51782.56,Loam,67.82,67317328.35,131882617
4436,18495.09,Loam,38.7,24043621.6,78976013
4437,48898.29,Silt,81.95,63567770.58,101415107
4438,6938.38,Sand,22.71,9019900.224,147650338
4439,28506.24,Silt,76.72,37058112.68,101980966
4440,12180.93,Loam,62.18,15835209.83,114948979
4441,40745.35,Sand,43.52,52968955.2,133471655
4442,38683.71,Loam,20.13,50288818.72,157197562
4443,57370.77,Silt,83.38,74581995.2,144412540
4444,23281.24,Loam,78.2,30265613.51,93679090
4445,38850.17,Clay,51.77,50505218.85,109785721
4446,55422.78,Silt,44.23,72049617.83,155533768
4447,37107.45,Loam,64.73,48239682.83,123503206
4448,39550.25,Sand,50.91,51415328.76,126578373
4449,47744.52,Sand,32.83,62067877.24,119462278
4450,48513.18,Sand,68.25,63067135.77,109491376
4451,12851.34,Silt,21.26,16706744.49,95149872
4452,49732.25,Clay,50.4,64651926.99,142206316
4453,34971.06,Silt,79.39,45462377.12,150036385
4454,27947.44,Clay,5,36331675.41,98953986
4455,23192.8,Silt,23.9,30150645.19,105134914
4456,56175.41,Silt,35.73,73028037.88,113412562
4457,42227.84,Loam,87.49,54896196.05,81053485
4458,38979.36,Silt,84.58,50673164.67,90723175
4459,58100.82,Silt,72.06,75531070.37,75030489
4460,40572.69,Loam,44.99,52744490.79,87340754
4461,43184.11,Silt,26.93,56139345.74,114924767
4462,8609.03,Sand,95.02,11191737.04,80246689
4463,2257.28,Silt,20.81,2934464.233,91787666
4464,27612.76,Clay,25.86,35896581.6,77666969
4465,1651.99,Silt,37.54,2147592.989,95595358
4466,17345.56,Sand,67.86,22549233.47,129798157
4467,35028.68,Loam,64.21,45537278.27,142007182
4468,41694.66,Clay,48.05,54203055.1,115120133
4469,2123.62,Silt,23.57,2760702.126,106465258
4470,58655.72,Loam,30.34,76252434.34,140978013
4471,12156.98,Loam,62.27,15804069.81,112231940
4472,28434.47,Sand,35.19,36964806.24,156735805
4473,5201.12,Loam,57.74,6761461.797,140523948
4474,22095.9,Loam,13.23,28724664.77,73381147
4475,45725.7,Loam,90.35,59443414.58,105343020
4476,35917.24,Sand,68.82,46692418.42,156615406
4477,33605.27,Clay,34.01,43686845.22,113903083
4478,30032.82,Clay,25.63,39042670.91,149119694
4479,42036.87,Clay,5.94,54647928.27,141406829
4480,36752.9,Loam,75.59,47778766.96,114264748
4481,16098.76,Sand,53.4,20928389.54,111074290
4482,16096.29,Silt,74.88,20925182.5,88509223
4483,60262.52,Silt,18,78341270.76,112000986
4484,21445.07,Sand,46.97,27878588.42,72363505
4485,47199.03,Silt,77.9,61358735,113453896
4486,36127.67,Silt,18.14,46965968.58,81532766
4487,1482.69,Clay,95.85,1927496.062,77630007
4488,59161.2,Loam,18.96,76909566.42,78257258
4489,37879.89,Silt,15.82,49243850.61,120368919
4490,60029.89,Silt,17.21,78038852.55,125279348
4491,39996.45,Clay,50.09,51995385.6,149715468
4492,3134.9,Silt,12.84,4075367.909,97531251
4493,17788.23,Loam,54.49,23124702.56,109700089
4494,36903.14,Clay,63.83,47974079.17,73389879
4495,34257.76,Silt,54.23,44535084.24,75524733
4496,12506.24,Sand,83.87,16258113.28,141761097
4497,58844.93,Clay,5.57,76498407.99,73806629
4498,31338.83,Silt,12.26,40740481.19,157279690
4499,30672.96,Loam,43.97,39874843.01,127271818
4500,54426.89,Sand,28.84,70754952.46,129376435
4501,6704.13,Sand,58.78,8715364.025,101260756
4502,25382.88,Loam,12.3,32997737.83,136680586
4503,55998.09,Loam,53.49,72797517.66,103870909
4504,13695.56,Sand,35.75,17804232.04,71625468
4505,45094.5,Silt,29.78,58622845.06,142768684
4506,7518.88,Silt,24.96,9774540.403,108486727
4507,53680.23,Loam,64.84,69784303.07,105268275
4508,55723.82,Loam,66.93,72440972.14,138078476
4509,51282,Loam,31.05,66666596.55,85755233
4510,9497.55,Clay,40.52,12346815.36,111980965
4511,51295.6,Loam,39,66684278.62,80027927
4512,31260.76,Sand,13.43,40638982.35,142033436
4513,16476.98,Sand,86.11,21420079.71,74570829
4514,55264.5,Clay,73.42,71843846.3,141710094
4515,51058.36,Loam,22.95,66375868.1,148973591
4516,53845.41,Loam,98.41,69999034.65,146702334
4517,60357.61,Sand,7.6,78464895.2,146429706
4518,52008.54,Clay,23.08,67611105.65,123908931
4519,34607.25,Silt,40.27,44989422.47,155445360
4520,28338.41,Loam,39.63,36839933.05,72950323
4521,24993.43,Silt,68.11,32491462.46,88476874
4522,5453.62,Silt,56.77,7089703.758,73425282
4523,29618.22,Sand,55.24,38503690.24,123638475
4524,20400.59,Sand,65.04,26520769.79,119803007
4525,25809.83,Sand,24.07,33552773.62,134922111
4526,9480.08,Loam,28.19,12324110.17,89186576
4527,52865.75,Clay,32.96,68725472.1,82915109
4528,40953.67,Clay,69.11,53239771.63,126720652
4529,1834.27,Silt,71.82,2384557.232,148782927
4530,4356.87,Silt,46.89,5663926.422,138333718
4531,53271.81,Sand,74.43,69253351.39,99269441
4532,27387.21,Clay,37.6,35603377.9,153123329
4533,16096.07,Clay,45.39,20924890.52,142509080
4534,58471.39,Clay,53.72,76012804.56,116713333
4535,40662.31,Sand,77.57,52861000.19,107807154
4536,23616.7,Clay,41.24,30701713.93,86979507
4537,24423.91,Sand,6.48,31751084.93,79576594
4538,38984.1,Clay,58.56,50679325.27,103254084
4539,11544.09,Loam,90.27,15007322.5,121492806
4540,33927.62,Loam,41.25,44105909.94,106021827
4541,8732.94,Sand,77.34,11352821.07,121161009
4542,50725.76,Clay,61.35,65943491.12,84956093
4543,24128.96,Silt,80.19,31367642.05,106459601
4544,49789.28,Sand,54.15,64726062.31,103117447
4545,56565.58,Clay,91.45,73535252.31,93308173
4546,22311.23,Sand,6.04,29004599.54,139358323
4547,15248.22,Clay,31.83,19822689.99,137069330
4548,7132.66,Clay,73.13,9272455.144,83845671
4549,53702.32,Clay,87.15,69813011.2,85264443
4550,20032.79,Loam,45.81,26042621.36,82320274
4551,38613.22,Silt,8.99,50197188.71,95633983
4552,41945.11,Loam,7.26,54528643.07,124826536
4553,21324.08,Sand,26.98,27721304.25,78657445
4554,46123.38,Silt,64.3,59960400.09,84621982
4555,58184.34,Silt,61.62,75639637.26,92007258
4556,25969.65,Loam,42.94,33760545.04,114547922
4557,51854.95,Loam,13.99,67411433.58,137764455
4558,22416.02,Clay,89.21,29140822.69,75173657
4559,14272.17,Loam,98.32,18553819.04,103373413
4560,21441.36,Silt,85.61,27873761.68,151921755
4561,33674.13,Silt,88.95,43776362.63,95979335
4562,23556.57,Loam,29.47,30623534.82,146883412
4563,9146.14,Sand,11.61,11889976.73,105365420
4564,34784.78,Clay,82.02,45220211.54,81950790
4565,35148.24,Silt,18.9,45692715.81,84127173
4566,45611,Silt,53.68,59294297.81,74383958
4567,7561.07,Clay,19.8,9829386.56,102631962
4568,56797.32,Silt,47.26,73836517.44,75155658
4569,49592.51,Loam,67.62,64470267.31,94094618
4570,7864.33,Clay,5.16,10223633.95,136263604
4571,36670.37,Silt,97.31,47671477.89,154153483
4572,51711.94,Clay,14.97,67225517.62,93106077
4573,11851.87,Silt,39.73,15407430.01,76256116
4574,42107.51,Sand,21.03,54739763.06,152789834
4575,60218.97,Clay,53.14,78284663.5,127831586
4576,11424.74,Clay,75.76,14852156.1,115825737
4577,46876.39,Silt,15.85,60939305.43,105092238
4578,28689.64,Silt,89.14,37296532.72,111170768
4579,52328.44,Clay,78.7,68026969.83,96794657
4580,26603.16,Loam,96.22,34584108.46,108046152
4581,21502.95,Sand,88.04,27953838.79,98561977
4582,30978.18,Clay,26.73,40271639.6,130680672
4583,48058.84,Loam,88.07,62476491.27,138956927
4584,43452.6,Sand,86.63,56488379.53,149967906
4585,25402.28,Sand,48.18,33022963.23,108603435
4586,26017.48,Loam,65.18,33822730.37,120940296
4587,15126.09,Loam,45.23,19663921.9,124941748
4588,27443.15,Loam,43.51,35676090.23,95253904
4589,37354.37,Silt,14.6,48560683.15,112846975
4590,12768.02,Clay,19.58,16598422.73,123424532
4591,39449.11,Clay,36.14,51283842.06,91022004
4592,31946,Clay,71.56,41529795.37,102964586
4593,49633.1,Silt,5.79,64523026.92,113094979
4594,10280.71,Clay,59.23,13364919.31,126440933
4595,45393.66,Sand,46.88,59011752.13,86321369
4596,31475.68,Loam,75.59,40918378.26,152813629
4597,31224.36,Sand,67.13,40591665.8,136311895
4598,44110.04,Loam,14.29,57343052.59,156939632
4599,19787.29,Silt,6.62,25723473.75,94796096
4600,37934.89,Silt,90.95,49315351.54,88198852
4601,6941.11,Sand,90.2,9023439.045,145197686
4602,10366.79,Sand,65.98,13476824.59,116550228
4603,9251.43,Silt,96.4,12026862.99,128638398
4604,13757.89,Sand,5.92,17885252.42,113161239
4605,33522.71,Sand,35.6,43579524.67,83467768
4606,57646.75,Sand,76.49,74940777.77,108728854
4607,33003.94,Loam,82.55,42905122.73,109831550
4608,52067.23,Loam,99.72,67687402.86,143667116
4609,7827.03,Loam,6.3,10175143.64,146087497
4610,56474.65,Sand,8.62,73417040.84,143258279
4611,29914.35,Loam,44.95,38888660.64,109320081
4612,22813.1,Sand,41.07,29657024.56,149027174
4613,20177.18,Sand,62.65,26230327.57,95547737
4614,44405.85,Sand,29.71,57727608.33,138329503
4615,60056.39,Clay,21.9,78073311.39,123522426
4616,1782.8,Sand,32.05,2317638.091,137469085
4617,44726.3,Sand,19.45,58144190.51,86846742
4618,28067.97,Clay,9.5,36488360.83,99042377
4619,15225.15,Silt,85.3,19792693.82,125182032
4620,43979.49,Loam,39.75,57173330.53,125731912
4621,38603.66,Clay,6.82,50184752.58,136158241
4622,13329.55,Sand,84.47,17328411.16,137956225
4623,11607.7,Clay,83.82,15090005.41,117200295
4624,6593.47,Loam,42.47,8571511.301,83961234
4625,47167.59,Loam,79.43,61317867.18,71684086
4626,53755.28,Loam,13.93,69881869.39,141041299
4627,15635.36,Clay,86.29,20325972.28,147518718
4628,9975.9,Clay,17.41,12968670.82,152353088
4629,13047.97,Clay,86.73,16962364.1,101350723
4630,39779.75,Clay,94.66,51713673.1,99789545
4631,19844.34,Clay,78.33,25797638.86,152414134
4632,47759.22,Loam,84.39,62086988.16,74714771
4633,31398.31,Clay,72.04,40817802.21,107881903
4634,14595.79,Loam,47.98,18974520.96,75473287
4635,14506.47,Silt,92.91,18858416.09,75521193
4636,5416.13,Clay,78.25,7040967.478,72010671
4637,16232.01,Sand,21.77,21101614.67,149281271
4638,55261.54,Loam,48.33,71839995.89,121220793
4639,36240.05,Clay,13.73,47112069.95,74346792
4640,31950.6,Sand,77.45,41535778.12,120133555
4641,38889.08,Loam,86.73,50555807.8,119290819
4642,16740.13,Sand,91.74,21762164.55,136351951
4643,40483.06,Loam,14.05,52627973.76,95530095
4644,34679.41,Clay,74.82,45083236.09,152563001
4645,51876.66,Loam,76.16,67439653.44,105059534
4646,51416.84,Sand,72.44,66841890.7,78336142
4647,16939.25,Silt,92.11,22021027.81,74515605
4648,40299.27,Loam,52.06,52389054.28,107149636
4649,8398.21,Sand,78.96,10917674.55,119059219
4650,33311.24,Clay,37.42,43304611.7,114485826
4651,11083.4,Sand,53.78,14408423.79,75201919
4652,26963.96,Silt,52.85,35053152.07,74709686
4653,37796.62,Clay,97.57,49135601.56,81570237
4654,2838.38,Clay,16.7,3689887.794,128465365
4655,39980.61,Clay,94.77,51974794.03,92561861
4656,56621.21,Silt,91.26,73607572.56,136645786
4657,31107.87,Silt,21.77,40440230.35,113175299
4658,40177.87,Loam,5.25,52231230.79,115910428
4659,8132.91,Clay,24.88,10572784.77,124257699
4660,1200.75,Loam,71.31,1560973.099,143707249
4661,3808.54,Sand,9.95,4951100.185,117079177
4662,5136.64,Loam,7.18,6677637.972,149542179
4663,23070.91,Silt,10.64,29992189.04,143917913
4664,29746.21,Sand,56.84,38670077.88,74605544
4665,55524.45,Sand,58.74,72181790.2,93987505
4666,35888.8,Silt,49.68,46655443.27,96989204
4667,1402.88,Clay,64.84,1823742.075,88391163
4668,13977.86,Loam,37.91,18171219.47,107979529
4669,35330.54,Silt,14.16,45929699.02,95556566
4670,8371.94,Clay,12.39,10883516.53,147814731
4671,23877.26,Loam,46.19,31040437.05,139407227
4672,6033.01,Clay,92.84,7842914.954,100908396
4673,15864.94,Loam,62.86,20624420.76,144542837
4674,19591.77,Clay,79.89,25469306.11,86699493
4675,42709.07,Clay,17.39,55521790.19,137860795
4676,53080.93,Sand,56.51,69005209.06,153598384
4677,8098.74,Loam,72.82,10528360.55,117485306
4678,31982.53,Clay,17.04,41577286.24,78595864
4679,5582.94,Silt,29.75,7257822.836,131775386
4680,20858.08,Clay,19.9,27115502.93,110914389
4681,13830.87,Silt,73.38,17980136.11,71660358
4682,33919.85,Sand,45.83,44095801,74849616
4683,54579.48,Loam,67.4,70953327.54,103456281
4684,60065.15,Loam,10.92,78084695.35,137826156
4685,44345.55,Sand,20.51,57649216.73,78519969
4686,8552.98,Loam,65.82,11118872.06,127752082
4687,23478.27,Loam,13.67,30521752.15,109301542
4688,32591.39,Clay,26.45,42368811.56,119567588
4689,1541.6,Silt,16.2,2004075.022,153275678
4690,54975.03,Clay,25.98,71467542.9,141305239
4691,45682.79,Clay,8.3,59387621.22,74171270
4692,29066.12,Loam,14.06,37785958.63,92681535
4693,57982.99,Sand,71.81,75377881.57,142650300
4694,20135.97,Sand,40.64,26176761.93,135483608
4695,30177.07,Sand,91.07,39230196.32,122339900
4696,13930.36,Loam,99.6,18109467.38,130692567
4697,8786.53,Silt,83.13,11422493.51,131610541
4698,55049.49,Silt,91.97,71564337.98,123448947
4699,32918.81,Loam,51.29,42794450.92,84745917
4700,29574.04,Clay,92.59,38446254.92,126005611
4701,46046.34,Sand,52.35,59860242.67,97239269
4702,14311.33,Silt,13.04,18604735.19,129953076
4703,24801.44,Loam,59.92,32241873.14,141709114
4704,32479.13,Clay,23.77,42222871.7,157597762
4705,4036.35,Loam,66.33,5247251.743,110988936
4706,20538.77,Silt,7.84,26700398.21,139140024
4707,52886.08,Silt,45.28,68751902.26,82433638
4708,17437.43,Sand,54.42,22668653.09,130171237
4709,29534.51,Loam,96.87,38394859.37,118750131
4710,37231.65,Loam,54.12,48401142.61,96482494
4711,42491.78,Clay,18.9,55239308.44,149221293
4712,48688.6,Clay,84.47,63295175.05,108206368
4713,28451.53,Sand,22.27,36986987.37,144672438
4714,17815.08,Sand,44.69,23159603.21,116146716
4715,2392.42,Loam,59.64,3110147.295,72422362
4716,44153.23,Sand,52.95,57399195.78,94091845
4717,27762.93,Sand,43.67,36091802.81,74893189
4718,44586.27,Clay,78.77,57962154.14,77846431
4719,2539.6,Loam,34.05,3301484.641,116085834
4720,14238.11,Loam,84.45,18509538.27,73126655
4721,35360.44,Clay,91.49,45968573.07,78322747
4722,52113.87,Silt,52.55,67748027.19,149571543
4723,25023.09,Sand,7.63,32530013.78,109378938
4724,21591.02,Sand,40.43,28068325.02,90843246
4725,10732.97,Sand,11.71,13952865.36,112330711
4726,4785.28,Sand,41.28,6220857.955,144328585
4727,27258.54,Sand,17.74,35436095.96,118877341
4728,35155.61,Loam,17.46,45702298.98,74192303
4729,56032.12,Loam,86.46,72841761.61,140343942
4730,49740.71,Loam,86.87,64662923.59,97324330
4731,60345.06,Silt,83.3,78448572.52,99442552
4732,21878.17,Sand,88.85,28441615.85,92742879
4733,50344.32,Loam,67.69,65447620.48,151346921
4734,36443.52,Silt,44.82,47376576.41,150133478
4735,52114.89,Sand,76.96,67749357.62,118082384
4736,17972.15,Loam,27.4,23363796.82,151074869
4737,16976.79,Loam,70.06,22069822.36,125652687
4738,53668.16,Loam,79.75,69768608.78,99256242
4739,55666.56,Silt,32.23,72366533.67,101799382
4740,14766.46,Silt,29.99,19196396.77,86806470
4741,39891,Silt,78.45,51858296.79,153175437
4742,24057.6,Loam,82.19,31274879.41,88241328
4743,8238.66,Silt,29.17,10710254.66,77712845
4744,15443.26,Silt,99.08,20076238.5,71950714
4745,5354.08,Loam,65.18,6960309.726,121630377
4746,46520.72,Loam,16.39,60476937.08,72279411
4747,22514.97,Clay,83.29,29269458.71,80514747
4748,39828.32,Loam,75.74,51776818.85,150195741
4749,53087.05,Clay,5.33,69013162.66,107135836
4750,30859.09,Loam,48.38,40116817.17,148061422
4751,15592.97,Silt,48.37,20270859.71,96553345
4752,52834.24,Clay,54.89,68684509.69,142923543
4753,35473.48,Sand,48.29,46115518.35,97096613
4754,3725.7,Sand,55.36,4843410.147,94072575
4755,1769.95,Loam,61.37,2300935.944,79682131
4756,55050.59,Sand,36.33,71565761.5,149128465
4757,27146.48,Sand,47.62,35290421.96,126867546
4758,32578.87,Loam,71.34,42352537.39,145500555
4759,34956.56,Loam,92.01,45443526.73,136363670
4760,45541.55,Sand,34.05,59204019.23,81312072
4761,59938.43,Loam,42.2,77919954.08,157277349
4762,29586.64,Sand,58.14,38462632.36,116231289
4763,40954.29,Loam,17.9,53240582.7,136441965
4764,51897.11,Sand,10.63,67466248.28,83708270
4765,9315.5,Loam,89.95,12110145.64,136443049
4766,56409.13,Silt,97.9,73331868.82,102722913
4767,3723.79,Clay,33.87,4840928.542,80243013
4768,26033.58,Loam,43.54,33843655.56,96813603
4769,18967.16,Sand,60.42,24657303.45,76294843
4770,54741.51,Loam,47.84,71163965.07,76005834
4771,7542.53,Loam,56.51,9805284.425,158050338
4772,32781.49,Loam,78.31,42615931.64,142181498
4773,57097.63,Loam,63.39,74226915.89,104537172
4774,35906.11,Loam,20.54,46677942.6,138974941
4775,16021.09,Loam,28.96,20827420.35,71662953
4776,19012.02,Sand,31.57,24715619.62,89184668
4777,24764.62,Silt,47,32194001.06,74095178
4778,44474.51,Silt,53.37,57816865.19,138131727
4779,56793.95,Sand,42.91,73832129.76,84415361
4780,19550.72,Sand,55.28,25415936.59,120590230
4781,38579.75,Silt,99.69,50153671.29,73606977
4782,34892.12,Sand,29.05,45359750.9,143004942
4783,20497.76,Clay,68.18,26647091.43,107726068
4784,57258.35,Silt,94.21,74435858.16,143966294
4785,17590.36,Sand,92.19,22867472.8,146816329
4786,22220.4,Clay,58.01,28886525.08,109358187
4787,33208.61,Silt,83.69,43171188.97,132662720
4788,19037.36,Loam,52.59,24748563.8,157424791
4789,23278.82,Loam,67.33,30262470.35,87101578
4790,58446.84,Loam,96.9,75980886.2,111062684
4791,34036.1,Sand,86.95,44246931.26,155270372
4792,14179.24,Silt,72.69,18433015.78,116364649
4793,17413.97,Loam,85.36,22638159.33,113781480
4794,43771.64,Silt,11.29,56903127.44,146222014
4795,20606.82,Silt,42.67,26788868.63,139116301
4796,45519.3,Silt,71.89,59175096.33,138264519
4797,8361.97,Silt,41.09,10870555.79,109557481
4798,52369.21,Sand,59.95,68079971.65,113827749
4799,10981.78,Silt,59.92,14276316.98,129062090
4800,36192.47,Loam,31.51,47050208.91,140473768
4801,17701.82,Sand,69.3,23012364.91,132914015
4802,5642.82,Silt,35.24,7335670.93,78314313
4803,10999.16,Clay,89.74,14298911.53,102159323
4804,53803.82,Clay,33.61,69944964.42,151370458
4805,56909.25,Sand,35.32,73982020.35,120427365
4806,46945.33,Clay,31.7,61028930.13,115512067
4807,4998.77,Silt,55.25,6498397.36,126452623
4808,4211,Sand,28.39,5474293.603,103129295
4809,2860.97,Loam,27.52,3719262.649,138849176
4810,24438.03,Clay,38.3,31769436.12,74696093
4811,45004.24,Silt,47.68,58505515.63,107407222
4812,21512.62,Loam,65.99,27966401.49,157488625
4813,52875.48,Sand,53,68738118.11,99615256
4814,14160,Loam,76.25,18407997.17,127504248
4815,5590.92,Clay,19.22,7268201.604,153586970
4816,52044.23,Sand,55.26,67657493.42,128186091
4817,24812.95,Clay,7.56,32256830.7,125679333
4818,27889.35,Sand,85.66,36256161.06,105109058
4819,8585.92,Sand,94.64,11161695.74,107851003
4820,42885.8,Clay,36.47,55751535.69,140050472
4821,34847.07,Clay,85.09,45301187.76,72516029
4822,36272.97,Silt,5.56,47154858.13,94445218
4823,23174.66,Silt,29.43,30127055.5,128163549
4824,13625.92,Silt,59.13,17713697.72,99763657
4825,19328.26,Silt,32.26,25126736.24,96232260
4826,19807.99,Loam,58.64,25750390.46,137553290
4827,39435.18,Sand,82.74,51265732.41,125489273
4828,44653.97,Clay,42.21,58050162.15,141807456
4829,29813.79,Clay,24.6,38757928.5,108976809
4830,34653.45,Clay,89,45049480.14,113300971
4831,22409.72,Loam,38.38,29132635.64,112889522
4832,14423.82,Clay,80.14,18750971.41,104397436
4833,10901.36,Clay,38.24,14171768.64,101985232
4834,47570.33,Silt,93.23,61841426.89,98109854
4835,50122.52,Silt,50.21,65159277.44,138138097
4836,46631.36,Silt,17.28,60620771.1,135708746
4837,5769.22,Sand,91.97,7499981.367,74828827
4838,44119.33,Silt,48.25,57355131.8,127949574
4839,43411.37,Clay,64.17,56434781.19,128901132
4840,6783.3,Silt,89.83,8818287.607,122514029
4841,24312.61,Silt,28,31606395.96,125099115
4842,32652.05,Sand,74.79,42447666.73,103888970
4843,43280.17,Sand,37.9,56264215.65,93679757
4844,25237.06,Sand,40.74,32808173.09,107835426
4845,17567.26,Silt,16.61,22837431.61,155962168
4846,10332.07,Silt,45.72,13431697.47,79855927
4847,26181.45,Loam,54.19,34035880.29,135379346
4848,17858.51,Sand,42.91,23216069.22,79240720
4849,19693.03,Sand,58.46,25600942.53,93643336
4850,8626.39,Clay,54.75,11214307.68,156291277
4851,13761.85,Loam,77.07,17890408.88,103459014
4852,35003.26,Loam,25.18,45504234.25,87440209
4853,49395.41,Sand,12.88,64214033.68,99907651
4854,1067.24,Loam,28.8,1387416.237,87651709
4855,44341.19,Clay,28.17,57643544.29,126272039
4856,27469.82,Sand,26.27,35710760.17,135286045
4857,4559,Sand,6.24,5926705.635,156150099
4858,52014.77,Silt,44.41,67619203.04,134230706
4859,8695.74,Sand,44.19,11304464.77,139041976
4860,27197.72,Clay,44.43,35357031.63,111372059
4861,35161.23,Loam,40.94,45709593.99,75010187
4862,20864.18,Sand,46.99,27123431.14,74347566
4863,17719.31,Loam,17.67,23035107.15,141980456
4864,22380.87,Sand,86.78,29095126.22,149457299
4865,18385.15,Silt,42.86,23900691.38,107086906
4866,50954.23,Silt,59.42,66240505.05,153867746
4867,49814.92,Sand,16.47,64759392.8,145732595
4868,37585.02,Loam,52.17,48860527.68,142522545
4869,3944.16,Silt,54.1,5127404.367,157967911
4870,12946.18,Silt,79.9,16830032.49,135101538
4871,26753.29,Silt,70.15,34779283.16,99231344
4872,28054.98,Loam,35.5,36471472.86,154739347
4873,24529.03,Sand,85.78,31887739.9,127705409
4874,47432.33,Clay,87.77,61662035.08,133267993
4875,9034.65,Loam,80.09,11745045.7,100463883
4876,13145.7,Loam,79.83,17089415.66,72044821
4877,12239.8,Silt,9.89,15911743.66,150944158
4878,59724.92,Loam,24,77642393.49,157674869
4879,18294.95,Sand,44,23783434.55,136720205
4880,2470.49,Clay,54.55,3211636.799,97450957
4881,49750.43,Loam,72.16,64675555.81,90477522
4882,31751.03,Loam,87.77,41276337.77,157208275
